formula,value,AtomicVolume_stoich_avg,AtomicVolume_min,AtomicVolume_max,AtomicWeight_stoich_avg,AtomicWeight_min,AtomicWeight_max,BoilingT_stoich_avg,BoilingT_min,BoilingT_max,Column_stoich_avg,Column_min,Column_max,CovalentRadius_stoich_avg,CovalentRadius_min,CovalentRadius_max,Density_stoich_avg,Density_min,Density_max,Electronegativity_stoich_avg,Electronegativity_min,Electronegativity_max,FirstIonizationEnergy_stoich_avg,FirstIonizationEnergy_min,FirstIonizationEnergy_max,GSbandgap_stoich_avg,GSbandgap_min,GSbandgap_max,GSenergy_pa_stoich_avg,GSenergy_pa_min,GSenergy_pa_max,GSestBCClatcnt_stoich_avg,GSestBCClatcnt_min,GSestBCClatcnt_max,GSestFCClatcnt_stoich_avg,GSestFCClatcnt_min,GSestFCClatcnt_max,GSmagmom_stoich_avg,GSmagmom_min,GSmagmom_max,GSvolume_pa_stoich_avg,GSvolume_pa_min,GSvolume_pa_max,HHIp_min,HHIp_max,HHIr_min,HHIr_max,HeatCapacityMass_stoich_avg,HeatCapacityMass_min,HeatCapacityMass_max,HeatCapacityMolar_stoich_avg,HeatCapacityMolar_min,HeatCapacityMolar_max,HeatFusion_stoich_avg,HeatFusion_min,HeatFusion_max,ICSDVolume_stoich_avg,ICSDVolume_min,ICSDVolume_max,IsAlkali_stoich_avg,IsAlkali_min,IsAlkali_max,IsDBlock_stoich_avg,IsDBlock_min,IsDBlock_max,IsFBlock_stoich_avg,IsFBlock_min,IsFBlock_max,IsMetal_stoich_avg,IsMetal_min,IsMetal_max,IsMetalloid_stoich_avg,IsMetalloid_min,IsMetalloid_max,IsNonmetal_stoich_avg,IsNonmetal_min,IsNonmetal_max,MeltingT_stoich_avg,MeltingT_min,MeltingT_max,MendeleevNumber_stoich_avg,MendeleevNumber_min,MendeleevNumber_max,MiracleRadius_min,MiracleRadius_max,NUnfilled_stoich_avg,NUnfilled_min,NUnfilled_max,NValance_stoich_avg,NValance_min,NValance_max,NdUnfilled_stoich_avg,NdUnfilled_min,NdUnfilled_max,NdValence_stoich_avg,NdValence_min,NdValence_max,NfUnfilled_stoich_avg,NfUnfilled_min,NfUnfilled_max,NfValence_stoich_avg,NfValence_min,NfValence_max,NpUnfilled_stoich_avg,NpUnfilled_min,NpUnfilled_max,NpValence_stoich_avg,NpValence_min,NpValence_max,NsUnfilled_stoich_avg,NsUnfilled_min,NsUnfilled_max,NsValence_stoich_avg,NsValence_min,NsValence_max,Number_stoich_avg,Number_min,Number_max,Polarizability_stoich_avg,Polarizability_min,Polarizability_max,Row_stoich_avg,Row_min,Row_max,SpaceGroupNumber_stoich_avg,SpaceGroupNumber_min,SpaceGroupNumber_max,Count NaN,% NaN
CH3Cl3Si,196.15,13854.4398,8.825089715,18618.05194,18.6848775,1.00794,35.453,1031.28375,20.13,4300,10.25,1,17,73.25,31,111,574.9889625,0.0899,2330,2.56625,1.9,3.16,12.38877488,8.15168,13.598443,4.538375,0.773,7.853,-3.747725653,-9.209713655,-1.784433755,2.970055943,2.242692341,3.65918124,3.742036002,2.825615289,4.610279469,0,0,0,14.9271875,5.64,24.4975,1500,4700,1000,1000,5.72125,0.479,14.304,27.10775,8.517,33.949,22.17375,0.06,117.4,26.1125,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1,0.875,0,1,758.35375,14.01,3823,89.125,77,94,110,110,1.75,1,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,4,2.375,0,5,0.375,0,1,1.625,1,2,9.25,1,17,1.967547375,0.666793,5.53,2.125,1,3,149.375,64,227,0,0
FClO4,105.85,18547.98405,18317.50704,18601.60857,19.74150053,15.9994,35.453,114.04,84.88,238.96,16.33333333,16,17,70.5,57,102,1.771,1.429,3.214,3.483333333,3.16,3.98,14.14377167,12.96763,17.4228,0.743833333,0,2.493,-3.751610389,-4.756791905,-1.698060958,2.81174102,2.630893787,3.65918124,3.542571697,3.314718462,4.610279469,0,0,0,11.77083333,9.105,24.4975,500,1500,500,1500,0.829166667,0.479,0.918,30.46083333,29.378,33.949,0.7225,0.22,3.2,19.15166667,16.42,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,74.05,53.5,171.6,89.16666667,87,94,64,64,1.666666667,1,2,6.333333333,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,2,4.333333333,4,5,0,0,0,2,2,2,9.666666667,8,17,0.990833333,0.557,2.18,2.166666667,2,3,21.16666667,12,64,0,0
Ga(CH3)3,258.15,12892.96563,8.825089715,18618.05194,8.832812308,1.00794,69.723,1196.782308,20.13,4300,4.923076923,1,14,48.38461538,31,122,975.7545462,0.0899,5904,2.250769231,1.81,2.55,12.47432215,5.999301,13.598443,6.474230769,0,7.853,-4.663308704,-9.209713655,-3.012255303,2.412900872,2.242692341,3.353549368,3.040064599,2.825615289,4.225207441,0,0,0,7.331730769,5.64,18.8575,999999.9,999999.9,999999.9,999999.9,10.09507692,0.373,14.304,23.93115385,8.517,28.836,27.56346154,0.06,117.4,24.98384615,5.67,32.02,0,0,0,0,0,0,0,0,0,0.076923077,0,1,0,0,0,0.923076923,0,1,915.2307692,14.01,3823,87.15384615,74,92,999999.9,999999.9,2,1,5,2.615384615,1,13,0,0,0,0.769230769,0,10,0,0,0,0,0,0,1.307692308,0,5,0.538461538,0,2,0.692307692,0,1,1.307692308,1,2,4.461538462,1,31,1.471625923,0.666793,8.12,1.461538462,1,4,184,64,194,6,4.411764706
MgB2,1103.15,12.60594254,7.297767265,23.2222931,15.309,10.811,24.305,3303,1363,4273,9.333333333,2,13,103,84,141,2219.333333,1738,2460,1.796666667,1.31,2.04,8.080758333,7.646235,8.29802,1.016,0,1.524,-4.965889539,-6.677698154,-1.54227231,2.812295164,2.429779429,3.577326635,3.543269876,3.061330249,4.50714913,0,0,0,12.41166667,7.1725,22.89,2900,5300,500,2000,1.025,1.023,1.026,15.681,11.087,24.869,36.29333333,8.48,50.2,12.99333333,7.75,23.48,0.333333333,0,1,0,0,0,0,0,0,0.333333333,0,1,0.666666667,0,1,0,0,0,1873,923,2348,70.66666667,68,72,88,160,3.333333333,0,5,2.666666667,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,5,0.666666667,0,1,0,0,0,2,2,2,7.333333333,5,12,5.608888889,3.03,10.76666667,2.333333333,2,3,175.3333333,166,194,0,0
Na2PtCl6,383.15,12222.14215,15.36046351,18317.50704,50.42017095,22.98976928,195.084,871.5288889,238.96,4098,12.66666667,1,17,120,102,166,2560.587111,3.214,21090,2.566666667,0.93,3.16,10.78252578,5.139076,12.96763,1.662,0,2.493,-2.139510553,-6.02850968,-1.260241383,3.647449612,3.108612885,3.88167309,4.595498544,3.91660681,4.890601634,0,0,0,24.49907407,15.02,29.24333333,1100,5500,500,9100,0.607,0.133,1.228,31.77933333,25.86,33.949,5.175,2.6,22.175,29.88,15.1,39.76,0.222222222,0,1,0.111111111,0,1,0,0,0,0.333333333,0,1,0,0,0,0.666666667,0,1,423.6377778,171.6,2041.4,70.11111111,2,94,999999.9,999999.9,1.111111111,1,2,7.555555556,1,24,0.111111111,0,1,1,0,9,0,0,0,1.555555556,0,14,0.666666667,0,1,3.333333333,0,5,0.333333333,0,1,1.666666667,1,2,22.44444444,11,78,7.533333333,2.18,24.11,3.333333333,3,6,118.5555556,64,229,2,1.470588235
SnS2,873.15,27.09995895,26.96678526,27.16654579,60.94666667,32.065,118.71,1436.813333,717.72,2875,15.33333333,14,16,116.3333333,105,139,3743.333333,1960,7310,2.373333333,1.96,2.58,9.354646667,7.34392,10.36001,1.468,0,2.202,-4.051826843,-4.097216719,-3.96104709,3.832469891,3.722284555,4.052840562,4.828609488,4.689784664,5.106259136,0,0,0,28.28625,25.786875,33.285,700,2600,1000,1600,0.547666667,0.227,0.708,24.13,22.7,26.99,3.530666667,1.721,7.15,26.19,25.76,27.05,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0,0.666666667,0,1,427.2666667,388.36,505.08,85.33333333,80,88,103,155,2.666666667,2,4,8.666666667,6,14,0,0,0,3.333333333,0,10,0,0,0,0,0,0,2.666666667,2,4,3.333333333,2,4,0,0,0,2,2,2,27.33333333,16,50,4.286666667,2.9,7.06,3.666666667,3,5,93.66666667,70,141,0,0
Ti(NO3)4,331.65,17499.64695,17.63631716,18592.49897,17.40509412,14.0067,47.867,291.1788235,77.21,3560,15.05882353,4,16,72.70588235,66,160,266.4207059,1.251,4507,3.234117647,1.54,3.44,13.43418353,6.82812,14.5341,1.514588235,0,6.437,-5.747205578,-8.21144121,-4.756791905,2.77383839,2.630893787,3.219799121,3.494817377,3.314718462,4.056692689,1.33E-06,0,2.25E-05,10.88382353,9.105,16.69,500,1300,500,1600,0.923529412,0.524,1.04,29.06423529,25.06,29.378,1.071176471,0.22,14.15,18.63,17.36,22.68,0,0,0,0.058823529,0,1,0,0,0,0.058823529,0,1,0,0,0,0.941176471,0,1,167.6941176,54.8,1941,83.23529412,43,87,64,142,2.588235294,2,8,5.647058824,4,6,0.470588235,0,8,0.117647059,0,2,0,0,0,0,0,0,2.117647059,0,3,3.529411765,0,4,0,0,0,2,2,2,8.588235294,7,22,1.683764706,0.802,14.6,2.117647059,2,4,65.52941176,12,194,0,0
C13H13Cl2N3O3,406.55,11480.54423,8.825089715,18618.05194,9.710782941,1.00794,35.453,1680.633529,20.13,4300,9.470588235,1,17,59,31,102,864.57755,0.0899,2260,2.573823529,2.2,3.44,12.7516285,11.2603,14.5341,5.436294118,0,7.853,-6.04431248,-9.209713655,-1.784433755,2.481945808,2.242692341,3.65918124,3.127055768,2.825615289,4.610279469,0,0,0,8.233272059,5.64,24.4975,500,1500,500,1000,5.941205882,0.479,14.304,21.44097059,8.517,33.949,45.15014706,0.06,117.4,19.65264706,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1487.584706,14.01,3823,85.05882353,77,94,64,72,2.411764706,1,4,3.294117647,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2.029411765,0,4,1.676470588,0,5,0.382352941,0,1,1.617647059,1,2,5,1,17,1.1895385,0.666793,2.18,1.676470588,1,3,170.2941176,12,194,0,0
C29H48O,433.15,11698.90536,8.825089715,18618.05194,5.290907949,1.00794,15.9994,1612.260769,20.13,4300,6.025641026,1,16,48.17948718,31,76,840.3300538,0.0899,2260,2.346025641,2.2,3.44,12.72938479,11.2603,13.61805,6.504205128,0,7.853,-5.535133905,-9.209713655,-3.331290765,2.323009718,2.242692341,2.630893787,2.926808843,2.825615289,3.314718462,0,0,0,6.284423077,5.64,9.105,500,500,500,500,9.077833333,0.709,14.304,21.28844872,8.517,29.378,43.68846154,0.06,117.4,22.03525641,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1430.695897,14.01,3823,86.35897436,77,92,64,64,2.128205128,1,4,2.179487179,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.512820513,0,4,0.794871795,0,4,0.615384615,0,1,1.384615385,1,2,2.948717949,1,8,1.041513641,0.666793,1.67,1.384615385,1,2,191.6666667,12,194,0,0
C3H2F6O,269.85,13955.36898,8.825089715,18618.05194,14.00314993,1.00794,18.9984032,1128.303333,20.13,4300,13.5,1,17,58.16666667,31,76,565.9820667,0.0899,2260,3.280833333,2.2,3.98,14.92771967,11.2603,17.4228,3.417833333,0,7.853,-4.103073345,-9.209713655,-1.698060958,2.517945857,2.242692341,2.687689729,3.172412987,2.825615289,3.386276865,0,0,0,8.125,5.64,9.7075,500,1500,500,1500,3.04975,0.709,14.304,25.03541667,8.517,31.304,29.50583333,0.06,117.4,16.41083333,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,989.4016667,14.01,3823,88.33333333,77,93,64,64,1.833333333,1,4,5.166666667,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,4,3.333333333,0,5,0.166666667,0,1,1.833333333,1,2,6.833333333,1,9,0.8739655,0.557,1.67,1.833333333,1,2,89.33333333,12,194,0,0
C4H10Hg,228.15,12416.02877,8.825089715,18618.05194,17.24748,1.00794,200.59,1202.068667,20.13,4300,5.2,1,14,49.73333333,31,132,1504.993267,0.0899,13534,2.28,2,2.55,12.76420867,10.4375,13.598443,6.434266667,0,7.853,-4.693457855,-9.209713655,-0.250105562,2.421175994,2.242692341,3.695665057,3.0504906,2.825615289,4.656246199,0,0,0,7.596505747,5.64,25.23758621,5500,5500,3100,3100,9.7344,0.14,14.304,23.36073333,8.517,28.836,31.49966667,0.06,117.4,24.44666667,5.67,32.02,0,0,0,0.066666667,0,1,0,0,0,0.066666667,0,1,0,0,0,0.933333333,0,1,1044.428,14.01,3823,86.6,71,92,152,152,1.733333333,0,4,3.466666667,1,26,0,0,0,0.666666667,0,10,0,0,0,0.933333333,0,14,1.066666667,0,4,0.533333333,0,2,0.666666667,0,1,1.333333333,1,2,7.6,1,80,1.247195333,0.666793,5.36,1.6,1,6,192.1333333,166,194,0,0
C9H6N2O2,294.95,9797.743669,8.825089715,18618.05194,9.166112632,1.00794,15.9994,2060.810526,20.13,4300,10.21052632,1,16,60.21052632,31,76,1070.836811,0.0899,2260,2.584736842,2.2,3.44,12.59145568,11.2603,14.5341,5.287157895,0,7.853,-6.779559669,-9.209713655,-3.331290765,2.411531893,2.242692341,3.091182017,3.038339795,2.825615289,3.894645292,0,0,0,7.273552632,5.64,14.76875,500,1300,500,500,5.059,0.709,14.304,19.29857895,8.517,29.378,55.69,0.06,117.4,17.01210526,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1827.724211,14.01,3823,83.31578947,77,92,64,72,2.736842105,1,4,3.368421053,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.421052632,0,4,1.684210526,0,4,0.315789474,0,1,1.684210526,1,2,4.736842105,1,8,1.201829368,0.666793,1.67,1.684210526,1,2,174.8421053,12,194,0,0
CH4N2Se,487.15,13961.65495,8.825089715,18618.05194,15.3769825,1.00794,78.96,686.6175,20.13,4300,8,1,16,57.75,31,120,885.2327,0.0899,4819,2.4975,2.2,3.04,13.05933275,9.75239,14.5341,6.197625,0.799,7.853,-5.303568881,-9.209713655,-3.331290765,2.701777197,2.242692341,3.728679007,3.404025963,2.825615289,4.697841169,0,0,0,10.9446875,5.64,25.92,1300,2200,500,6000,7.54075,0.321,14.304,25.934,8.517,29.124,15.63,0.06,117.4,26.115,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,562.3925,14.01,3823,87.25,77,92,72,118,2,1,4,4.25,1,16,0,0,0,1.25,0,10,0,0,0,0,0,0,1.5,0,4,1.5,0,4,0.5,0,1,1.5,1,2,7.25,1,34,1.2883965,0.666793,3.77,1.75,1,4,171.5,14,194,0,0
C10H30O5Si5,226,13033.81754,8.825089715,18618.05194,7.415394,1.00794,28.0855,1198.388,20.13,4300,6.4,1,16,51.5,31,111,685.19684,0.0899,2330,2.364,1.9,3.44,12.5880988,8.15168,13.61805,5.6883,0,7.853,-4.858888181,-9.209713655,-3.331290765,2.47518516,2.242692341,3.444849839,3.118537886,2.825615289,4.340238825,0,0,0,8.0515,5.64,20.44,500,4700,500,1000,8.8872,0.709,14.304,23.9418,8.517,29.378,28.559,0.06,117.4,24.084,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0.9,0,1,947.186,14.01,3823,87.1,77,92,64,110,2,1,4,2.4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,4,1,0,4,0.6,0,1,1.4,1,2,4,1,14,1.3672758,0.666793,5.53,1.5,1,3,179.1,12,227,0,0
C11H14N2,360.15,11034.62226,8.825089715,18618.05194,6.453417037,1.00794,14.0067,1768.008889,20.13,4300,7.333333333,1,15,52.2962963,31,76,920.8800222,0.0899,2260,2.404814815,2.2,3.04,12.71517415,11.2603,14.5341,6.380444444,4.496,7.853,-6.08769642,-9.209713655,-3.331290765,2.369024721,2.242692341,3.091182017,2.984784114,2.825615289,3.894645292,0,0,0,6.821759259,5.64,14.76875,1300,1300,500,500,7.782777778,0.709,14.304,20.57922222,8.517,29.124,47.88703704,0.06,117.4,20.59296296,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1569.453333,14.01,3823,85.14814815,77,92,72,72,2.37037037,1,4,2.518518519,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,4,1.037037037,0,3,0.518518519,0,1,1.481481481,1,2,3.481481481,1,7,1.10759637,0.666793,1.67,1.481481481,1,2,194,194,194,0,0
C12H17N3O4,476.15,12409.97416,8.825089715,18618.05194,7.424474444,1.00794,15.9994,1459.284444,20.13,4300,8.166666667,1,16,53.22222222,31,76,753.6388139,0.0899,2260,2.524444444,2.2,3.44,12.89921197,11.2603,14.5341,5.743444444,0,7.853,-5.855833281,-9.209713655,-3.331290765,2.414346628,2.242692341,3.091182017,3.041886139,2.825615289,3.894645292,0,0,0,7.246145833,5.64,14.76875,500,1300,500,500,7.179666667,0.709,14.304,22.14722222,8.517,29.378,39.21569444,0.06,117.4,20.82944444,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1292.292222,14.01,3823,85.61111111,77,92,64,72,2.277777778,1,4,2.888888889,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.805555556,0,4,1.361111111,0,4,0.472222222,0,1,1.527777778,1,2,3.944444444,1,8,1.052318917,0.666793,1.67,1.527777778,1,2,173.7777778,12,194,0,0
C13H28O,305.15,12857.43756,8.825089715,18618.05194,4.770495714,1.00794,15.9994,1346.517619,20.13,4300,5.380952381,1,16,45.76190476,31,76,699.6177667,0.0899,2260,2.337857143,2.2,3.44,12.8751989,11.2603,13.61805,6.626952381,0,7.853,-5.184743115,-9.209713655,-3.331290765,2.333554038,2.242692341,2.630893787,2.940093853,2.825615289,3.314718462,0,0,0,6.3725,5.64,9.105,500,500,500,500,9.777309524,0.709,14.304,22.55969048,8.517,29.378,36.38333333,0.06,117.4,23.515,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1193.954286,14.01,3823,87.23809524,77,92,64,64,1.952380952,1,4,2.047619048,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.285714286,0,4,0.714285714,0,4,0.666666667,0,1,1.333333333,1,2,2.714285714,1,8,0.980528667,0.666793,1.67,1.333333333,1,2,189.6666667,12,194,0,0
C14H20N2,442.15,11379.71078,8.825089715,18618.05194,6.008944444,1.00794,14.0067,1687.695,20.13,4300,6.833333333,1,15,50.72222222,31,76,879.0083333,0.0899,2260,2.382777778,2.2,3.04,12.74114611,11.2603,14.5341,6.468833333,4.496,7.853,-5.88846358,-9.209713655,-3.331290765,2.357846327,2.242692341,3.091182017,2.97070022,2.825615289,3.894645292,0,0,0,6.688819444,5.64,14.76875,1300,1300,500,500,8.280166667,0.709,14.304,20.95016667,8.517,29.124,45.70861111,0.06,117.4,21.25388889,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1498.008333,14.01,3823,85.61111111,77,92,72,72,2.277777778,1,4,2.388888889,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1.722222222,0,4,0.944444444,0,3,0.555555556,0,1,1.444444444,1,2,3.277777778,1,7,1.080996111,0.666793,1.67,1.444444444,1,2,194,194,194,0,0
C15H28NNaO3,413.15,12413.46582,8.825089715,18618.05194,6.112031027,1.00794,22.98976928,1386.815625,20.13,4300,6.291666667,1,16,50.89583333,31,166,726.5844833,0.0899,2260,2.377916667,0.93,3.44,12.71225479,5.139076,14.5341,6.120020833,0,7.853,-5.315914678,-9.209713655,-1.260241383,2.390193687,2.242692341,3.88167309,3.011455339,2.825615289,4.890601634,0,0,0,7.107230903,5.64,29.24333333,500,1300,500,500,8.6701875,0.709,14.304,22.5135625,8.517,29.378,36.7978125,0.06,117.4,22.83604167,5.67,39.76,0.020833333,0,1,0,0,0,0,0,0,0.020833333,0,1,0,0,0,0.979166667,0,1,1215.325,14.01,3823,84.91666667,2,92,64,180,2.041666667,1,4,2.333333333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.4375,0,4,0.9375,0,4,0.604166667,0,1,1.395833333,1,2,3.333333333,1,11,1.486170917,0.666793,24.11,1.4375,1,3,183.3541667,12,229,0,0
C16H34O,322.45,12779.35617,8.825089715,18618.05194,4.753736471,1.00794,15.9994,1364.206275,20.13,4300,5.37254902,1,16,45.80392157,31,76,709.1075608,0.0899,2260,2.334117647,2.2,3.44,12.86529239,11.2603,13.61805,6.645843137,0,7.853,-5.20345287,-9.209713655,-3.331290765,2.331922939,2.242692341,2.630893787,2.938038798,2.825615289,3.314718462,0,0,0,6.357941176,5.64,9.105,500,500,500,500,9.776431373,0.709,14.304,22.47203922,8.517,29.378,36.87568627,0.06,117.4,23.46588235,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1209.787059,14.01,3823,87.19607843,77,92,64,64,1.960784314,1,4,2.039215686,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.294117647,0,4,0.705882353,0,4,0.666666667,0,1,1.333333333,1,2,2.705882353,1,8,0.984175725,0.666793,1.67,1.333333333,1,2,190.4313725,12,194,0,0
C21H23ClFN3O,352.65,10793.78662,8.825089715,18618.05194,7.757564464,1.00794,35.453,1828.1712,20.13,4300,8.24,1,17,54.94,31,102,949.443194,0.0899,2260,2.477,2.2,3.98,12.73682538,11.2603,17.4228,5.97618,0,7.853,-6.057945692,-9.209713655,-1.698060958,2.394912452,2.242692341,3.65918124,3.017400611,2.825615289,4.610279469,0,0,0,7.164025,5.64,24.4975,500,1500,500,1500,6.98444,0.479,14.304,20.48176,8.517,33.949,49.4304,0.06,117.4,19.728,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1621.4856,14.01,3823,85.06,77,94,64,72,2.4,1,4,2.84,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,4,1.3,0,5,0.46,0,1,1.54,1,2,4.08,1,17,1.14490478,0.557,2.18,1.56,1,3,184.18,12,194,0,0
C5H4N4,487.15,11452.79454,8.825089715,18618.05194,9.239389231,1.00794,14.0067,1683.796923,20.13,4300,10.30769231,1,15,60.61538462,31,76,869.6433538,0.0899,2260,2.593076923,2.2,3.04,12.98705169,11.2603,14.5341,6.126153846,4.496,7.853,-7.093807398,-9.209713655,-3.331290765,2.541436305,2.242692341,3.091182017,3.202009098,2.825615289,3.894645292,0,0,0,8.748846154,5.64,14.76875,1300,1300,500,500,4.993923077,0.709,14.304,21.10961538,8.517,29.124,45.28153846,0.06,117.4,19.01153846,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1494.095385,14.01,3823,83.15384615,77,92,72,72,2.769230769,1,4,3.384615385,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2.461538462,0,4,1.692307692,0,3,0.307692308,0,1,1.692307692,1,2,4.769230769,1,7,1.185936308,0.666793,1.67,1.692307692,1,2,194,194,194,0,0
C6H16N2,312.15,13963.61581,8.825089715,18618.05194,4.84186,1.00794,14.0067,1094.854167,20.13,4300,5.416666667,1,15,45.58333333,31,76,565.1641833,0.0899,2260,2.3575,2.2,3.04,13.09187867,11.2603,14.5341,6.89575,4.496,7.853,-5.207575691,-9.209713655,-3.331290765,2.395018619,2.242692341,3.091182017,3.017534373,2.825615289,3.894645292,0,0,0,7.050729167,5.64,14.76875,1300,1300,500,500,9.799916667,0.709,14.304,23.78025,8.517,29.124,29.41958333,0.06,117.4,24.65416667,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,970.3441667,14.01,3823,87.41666667,77,92,72,72,1.916666667,1,4,2.083333333,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4,0.75,0,3,0.666666667,0,1,1.333333333,1,2,2.75,1,7,0.953695333,0.666793,1.67,1.333333333,1,2,194,194,194,0,0
C7H4N2O7,455.15,12093.21807,8.825089715,18618.05194,11.405793,1.00794,15.9994,1548.282,20.13,4300,12.2,1,16,63,31,76,791.64323,0.0899,2260,2.8405,2.2,3.44,12.8805211,11.2603,14.5341,3.7879,0,7.853,-6.37567922,-9.209713655,-3.331290765,2.487897456,2.242692341,3.091182017,3.134554375,2.825615289,3.894645292,0,0,0,7.960625,5.64,14.76875,500,1300,500,500,3.53425,0.709,14.304,21.94285,8.517,29.378,41.2145,0.06,117.4,16.7325,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1366.337,14.01,3823,84,77,92,64,72,2.6,1,4,4.2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,4,2.4,0,4,0.2,0,1,1.8,1,2,5.8,1,8,1.1085586,0.666793,1.67,1.8,1,2,130.3,12,194,0,0
C8H18F3NOSi2,263.15,12976.51789,8.825089715,18618.05194,7.800025139,1.00794,28.0855,1258.493636,20.13,4300,7.272727273,1,17,51.39393939,31,111,689.3753394,0.0899,2330,2.491515152,1.9,3.98,13.07812982,8.15168,17.4228,5.794393939,0,7.853,-4.925854394,-9.209713655,-1.698060958,2.46025919,2.242692341,3.444849839,3.099732342,2.825615289,4.340238825,0,0,0,7.820189394,5.64,20.44,500,4700,500,1500,8.151454545,0.709,14.304,23.62357576,8.517,31.304,31.5769697,0.06,117.4,22.75939394,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,1,0.939393939,0,1,1045.10697,14.01,3823,87.15151515,77,93,64,110,2,1,4,2.727272727,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.454545455,0,4,1.272727273,0,5,0.545454545,0,1,1.454545455,1,2,4.121212121,1,14,1.211978,0.557,5.53,1.515151515,1,3,174.2121212,12,227,0,0
C8H20IN,553.15,13035.55991,8.825089715,18618.05194,8.571852333,1.00794,126.90447,1177.903667,20.13,4300,5.466666667,1,17,47.93333333,31,139,767.4349667,0.0899,4940,2.336666667,2.2,3.04,12.90122067,10.45126,14.5341,6.684233333,1.062,7.853,-5.000678939,-9.209713655,-1.505402418,2.424988329,2.242692341,4.414518159,3.055293842,2.825615289,5.561944354,0,0,0,7.840125,5.64,43.015,1300,4900,500,4800,9.766866667,0.214,14.304,24.28033333,8.517,54.43,31.61716667,0.06,117.4,25.03166667,5.67,42.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1043.803333,14.01,3823,87.8,77,96,72,72,1.866666667,1,4,2.466666667,1,17,0,0,0,0.333333333,0,10,0,0,0,0,0,0,1.2,0,4,0.8,0,5,0.666666667,0,1,1.333333333,1,2,4.266666667,1,53,1.094028667,0.666793,5.025,1.433333333,1,5,189.6666667,64,194,0,0
C8H4N2S2,405.15,6986.383719,8.825089715,18618.05194,12.0162975,1.00794,32.065,2254.39875,20.13,4300,11.125,1,16,67.75,31,105,1375.17885,0.0899,2260,2.5275,2.2,3.04,12.1415245,10.36001,14.5341,5.291125,2.202,7.853,-6.97626176,-9.209713655,-3.331290765,2.564309629,2.242692341,3.722284555,3.23082768,2.825615289,4.689784664,0,0,0,9.543203125,5.64,25.786875,700,1300,500,1000,4.149,0.708,14.304,17.9455,8.517,29.124,58.9745,0.06,117.4,16.895,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1971.42875,14.01,3823,82.75,77,92,72,103,2.875,1,4,3.625,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0,4,1.875,0,4,0.25,0,1,1.75,1,2,6.125,1,16,1.50169825,0.666793,2.9,1.875,1,3,178.5,70,194,0,0
