formula,value,AtomicVolume_stoich_avg,AtomicVolume_min,AtomicVolume_max,AtomicWeight_stoich_avg,AtomicWeight_min,AtomicWeight_max,BoilingT_stoich_avg,BoilingT_min,BoilingT_max,Column_stoich_avg,Column_min,Column_max,CovalentRadius_stoich_avg,CovalentRadius_min,CovalentRadius_max,Density_stoich_avg,Density_min,Density_max,Electronegativity_stoich_avg,Electronegativity_min,Electronegativity_max,FirstIonizationEnergy_stoich_avg,FirstIonizationEnergy_min,FirstIonizationEnergy_max,GSbandgap_stoich_avg,GSbandgap_min,GSbandgap_max,GSenergy_pa_stoich_avg,GSenergy_pa_min,GSenergy_pa_max,GSestBCClatcnt_stoich_avg,GSestBCClatcnt_min,GSestBCClatcnt_max,GSestFCClatcnt_stoich_avg,GSestFCClatcnt_min,GSestFCClatcnt_max,GSmagmom_stoich_avg,GSmagmom_min,GSmagmom_max,GSvolume_pa_stoich_avg,GSvolume_pa_min,GSvolume_pa_max,HHIp_min,HHIp_max,HHIr_min,HHIr_max,HeatCapacityMass_stoich_avg,HeatCapacityMass_min,HeatCapacityMass_max,HeatCapacityMolar_stoich_avg,HeatCapacityMolar_min,HeatCapacityMolar_max,HeatFusion_stoich_avg,HeatFusion_min,HeatFusion_max,ICSDVolume_stoich_avg,ICSDVolume_min,ICSDVolume_max,IsAlkali_stoich_avg,IsAlkali_min,IsAlkali_max,IsDBlock_stoich_avg,IsDBlock_min,IsDBlock_max,IsFBlock_stoich_avg,IsFBlock_min,IsFBlock_max,IsMetal_stoich_avg,IsMetal_min,IsMetal_max,IsMetalloid_stoich_avg,IsMetalloid_min,IsMetalloid_max,IsNonmetal_stoich_avg,IsNonmetal_min,IsNonmetal_max,MeltingT_stoich_avg,MeltingT_min,MeltingT_max,MendeleevNumber_stoich_avg,MendeleevNumber_min,MendeleevNumber_max,MiracleRadius_min,MiracleRadius_max,NUnfilled_stoich_avg,NUnfilled_min,NUnfilled_max,NValance_stoich_avg,NValance_min,NValance_max,NdUnfilled_stoich_avg,NdUnfilled_min,NdUnfilled_max,NdValence_stoich_avg,NdValence_min,NdValence_max,NfUnfilled_stoich_avg,NfUnfilled_min,NfUnfilled_max,NfValence_stoich_avg,NfValence_min,NfValence_max,NpUnfilled_stoich_avg,NpUnfilled_min,NpUnfilled_max,NpValence_stoich_avg,NpValence_min,NpValence_max,NsUnfilled_stoich_avg,NsUnfilled_min,NsUnfilled_max,NsValence_stoich_avg,NsValence_min,NsValence_max,Number_stoich_avg,Number_min,Number_max,Polarizability_stoich_avg,Polarizability_min,Polarizability_max,Row_stoich_avg,Row_min,Row_max,SpaceGroupNumber_stoich_avg,SpaceGroupNumber_min,SpaceGroupNumber_max,Count NaN,% NaN
C14H18O3,273.15,11172.14508,8.825089715,18618.05194,6.694026286,1.00794,15.9994,1738.075429,20.13,4300,7.485714286,1,16,52,31,76,904.16872,0.0899,2260,2.446285714,2.2,3.44,12.6648664,11.2603,13.61805,5.837085714,0,7.853,-5.804845733,-9.209713655,-3.331290765,2.338929829,2.242692341,2.630893787,2.946866926,2.825615289,3.314718462,0,0,0,6.438428571,5.64,9.105,500,500,500,500,7.718628571,0.709,14.304,20.75485714,8.517,29.378,47.00971429,0.06,117.4,20.22342857,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1541.102286,14.01,3823,85.57142857,77,92,64,64,2.285714286,1,4,2.628571429,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.771428571,0,4,1.142857143,0,4,0.514285714,0,1,1.485714286,1,2,3.6,1,8,1.079664971,0.666793,1.67,1.485714286,1,2,178.4,12,194,0,0
C14H9Cl5,381.65,9259.769783,8.825089715,18618.05194,12.66022357,1.00794,35.453,2199.141786,20.13,4300,10.35714286,1,17,66.17857143,31,102,1130.602825,0.0899,2260,2.546428571,2.2,3.16,12.31672632,11.2603,13.598443,5.217357143,2.493,7.853,-5.994277744,-9.209713655,-1.784433755,2.534988711,2.242692341,3.65918124,3.193885638,2.825615289,4.610279469,0,0,0,9.320803571,5.64,24.4975,1500,1500,1000,1000,5.03775,0.479,14.304,19.58953571,8.517,33.949,59.29071429,0.06,117.4,18.31464286,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1946.646071,14.01,3823,84.85714286,77,94,999999.9,999999.9,2.5,1,4,3.571428571,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2.178571429,0,4,1.892857143,0,5,0.321428571,0,1,1.678571429,1,2,6.357142857,1,17,1.438612036,0.666793,2.18,1.857142857,1,3,170.7857143,64,194,2,1.470588235
C16H11AsN2O10S2,573.15,10193.39999,8.825089715,18618.05194,12.6266081,1.00794,74.9216,1723.792619,20.13,4300,11.23809524,1,16,64,31,119,1091.066212,0.0899,5727,2.686190476,2.18,3.44,12.51202364,9.7886,14.5341,4.180880952,0,7.853,-6.210374784,-9.209713655,-3.331290765,2.508927593,2.242692341,3.722284555,3.161050687,2.825615289,4.689784664,0,0,0,8.508125,5.64,25.786875,500,3300,500,4000,4.32602381,0.329,14.304,20.84609524,8.517,29.378,45.47266667,0.06,117.4,17.49857143,5.67,32.02,0,0,0,0,0,0,0,0,0,0.023809524,0,1,0.023809524,0,1,0.976190476,0,1,1520.545952,14.01,3823,84.23809524,77,92,64,115,2.571428571,1,4,4.095238095,1,15,0,0,0,0.238095238,0,10,0,0,0,0,0,0,2.30952381,0,4,2.119047619,0,4,0.261904762,0,1,1.738095238,1,2,6.333333333,1,33,1.294874357,0.666793,4.31,1.833333333,1,4,144.0952381,12,194,0,0
C3Cl3N3,427.15,12306.27703,8.825089715,18592.49897,20.49013333,12.0107,35.453,1538.723333,77.21,4300,15.33333333,14,17,83,71,102,754.8216667,1.251,2260,2.916666667,2.55,3.16,12.92067667,11.2603,14.5341,4.475333333,2.493,6.437,-6.401862873,-9.209713655,-1.784433755,2.997685199,2.242692341,3.65918124,3.776846683,2.825615289,4.610279469,0,0,0,14.96875,5.64,24.4975,500,1500,500,1000,0.742666667,0.479,1.04,23.86333333,8.517,33.949,40.31833333,0.355,117.4,19.13333333,5.67,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1352.55,63.05,3823,84.33333333,77,94,72,72,2.666666667,1,4,5.333333333,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,1,4,3.333333333,2,5,0,0,0,2,2,2,10,6,17,1.65,1.1,2.18,2.333333333,2,3,150.6666667,64,194,0,0
C3H9P,187.15,12893.62745,8.825089715,18618.05194,5.852101692,1.00794,30.973762,1048.820769,20.13,4300,5.076923077,1,15,47.23076923,31,107,661.8314692,0.0899,2260,2.28,2.19,2.55,12.81950592,10.48669,13.598443,6.599230769,1.625,7.853,-4.84702053,-9.209713655,-3.331290765,2.428827123,2.242692341,3.560590636,3.060130419,2.825615289,4.486063093,0,0,0,7.617326007,5.64,22.5702381,2000,2000,5100,5100,10.12553846,0.709,14.304,23.76146154,8.517,28.836,28.56,0.06,117.4,24.93692308,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,916.3376923,14.01,3823,87.84615385,77,92,102,102,1.846153846,1,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1.153846154,0,4,0.692307692,0,3,0.692307692,0,1,1.307692308,1,2,3.230769231,1,15,1.126241308,0.666793,3.63,1.384615385,1,3,179.2307692,2,194,0,0
CdF2,1383.15,12408.26572,21.58002546,18601.60857,50.13593547,18.9984032,112.411,403.2533333,84.88,1040,15.33333333,12,17,86,57,144,2884.464,1.696,8650,3.216666667,1.69,3.98,14.61314,8.99382,17.4228,1.313333333,0,1.97,-1.40276538,-1.698060958,-0.812174225,2.922100343,2.687689729,3.390921571,3.681615732,3.386276865,4.272293466,0,0,0,12.97,9.7075,19.495,1500,1700,1300,1500,0.626333333,0.231,0.824,29.54266667,26.02,31.304,2.24,0.255,6.21,18.14333333,16.42,21.59,0,0,0,0.333333333,0,1,0,0,0,0.333333333,0,1,0,0,0,0.666666667,0,1,233.74,53.5,594.22,85.33333333,70,93,999999.9,999999.9,0.666666667,0,1,8.666666667,7,12,0,0,0,3.333333333,0,10,0,0,0,0,0,0,0.666666667,0,1,3.333333333,0,5,0,0,0,2,2,2,22,9,48,2.811333333,0.557,7.32,3,2,5,74.66666667,15,194,2,1.470588235
SeOBr2,314.75,4676.115405,27.20880463,18592.19717,63.69185,15.9994,79.904,428.025,90.1,958,16.5,16,17,106.5,66,120,2765.10725,1.429,4819,2.9775,2.55,3.44,11.74951,9.75239,13.61805,0.92825,0,1.457,-2.848408623,-4.756791905,-1.583025338,3.535951421,2.630893787,3.892116444,4.455019626,3.314718462,4.903759436,0,0,0,23.49625,9.105,29.48,500,3300,500,6900,0.54675,0.321,0.918,51.53025,25.363,75.69,4.37,0.22,6.69,44.3625,17.36,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,270.1,54.8,494,91.5,87,95,999999.9,999999.9,1.5,1,2,14,6,17,0,0,0,7.5,0,10,0,0,0,0,0,0,1.5,1,2,4.5,4,5,0,0,0,2,2,2,28,8,35,2.668,0.802,3.77,3.5,2,4,38.5,12,64,2,1.470588235
TiSi2,1743.15,19.2230242,17.63631716,20.01637772,34.67933333,28.0855,47.867,3302,3173,3560,10.66666667,4,14,127.3333333,111,160,3055.666667,2330,4507,1.78,1.54,1.9,7.710493333,6.82812,8.15168,0.515333333,0,0.773,-6.208354377,-7.77522712,-5.424918005,3.369832933,3.219799121,3.444849839,4.245723446,4.056692689,4.340238825,7.51E-06,0,2.25E-05,19.19,16.69,20.44,1100,4700,1000,1600,0.649333333,0.524,0.712,21.68,19.99,25.06,38.19,14.15,50.21,19.23666667,17.67,20.02,0,0,0,0.333333333,0,1,0,0,0,0.333333333,0,1,0.666666667,0,1,0,0,0,1771.666667,1687,1941,66.33333333,43,78,110,142,5.333333333,4,8,4,4,4,2.666666667,0,8,0.666666667,0,2,0,0,0,0,0,0,2.666666667,0,4,1.333333333,0,2,0,0,0,2,2,2,16.66666667,14,22,8.553333333,5.53,14.6,3.333333333,3,4,216,194,227,0,0
AlB12,2473.15,8.012894746,7.297767265,16.59442452,12.05488758,10.811,26.9815386,4159.076923,2792,4273,13,13,13,86.84615385,84,121,2478.461538,2460,2700,2.006923077,1.61,2.04,8.120154462,5.985768,8.29802,1.406769231,0,1.524,-6.452138536,-6.677698154,-3.74542312,2.489506999,2.429779429,3.206237833,3.136582271,3.061330249,4.039606536,0,0,0,7.888461538,7.1725,16.48,1600,2900,1000,2000,1.016076923,0.897,1.026,12.09569231,11.087,24.2,47.16230769,10.71,50.2,8.431538462,7.75,16.61,0,0,0,0,0,0,0,0,0,0.076923077,0,1,0.923076923,0,1,0,0,0,2239.19,933.47,2348,72.07692308,72,73,88,141,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,1,1,0,0,0,2,2,2,5.615384615,5,13,3.32,3.03,6.8,2.076923077,2,3,170.5384615,166,225,0,0
C10H11F3N2O,436.15,11721.06826,8.825089715,18618.05194,8.600087022,1.00794,18.9984032,1619.281111,20.13,4300,9.185185185,1,17,54.81481481,31,76,837.4077,0.0899,2260,2.635555556,2.2,3.98,13.22742678,11.2603,17.4228,5.560259259,0,7.853,-5.741303413,-9.209713655,-1.698060958,2.419243572,2.242692341,3.091182017,3.048055902,2.825615289,3.894645292,0,0,0,7.293703704,5.64,14.76875,500,1500,500,1500,6.292740741,0.709,14.304,21.62607407,8.517,31.304,43.5687037,0.06,117.4,19.29259259,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1434.278148,14.01,3823,85.62962963,77,93,64,72,2.296296296,1,4,3.259259259,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.888888889,0,4,1.666666667,0,5,0.407407407,0,1,1.592592593,1,2,4.444444444,1,9,1.063249,0.557,1.67,1.592592593,1,2,167.3703704,12,194,0,0
C14H18O4,248.15,11378.25763,8.825089715,18618.05194,6.952508889,1.00794,15.9994,1692.298333,20.13,4300,7.722222222,1,16,52.38888889,31,76,879.0926167,0.0899,2260,2.473888889,2.2,3.44,12.69134372,11.2603,13.61805,5.674944444,0,7.853,-5.775733127,-9.209713655,-3.331290765,2.347039939,2.242692341,2.630893787,2.957085024,2.825615289,3.314718462,0,0,0,6.5125,5.64,9.105,500,500,500,500,7.529722222,0.709,14.304,20.99438889,8.517,29.378,45.71,0.06,117.4,20.14388889,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1499.816111,14.01,3823,85.61111111,77,92,64,64,2.277777778,1,4,2.722222222,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.777777778,0,4,1.222222222,0,4,0.5,0,1,1.5,1,2,3.722222222,1,8,1.071952056,0.666793,1.67,1.5,1,2,173.7777778,12,194,0,0
C21H26N2OS2,403.15,10386.27318,8.825089715,18618.05194,7.434114231,1.00794,32.065,1778.910385,20.13,4300,7.653846154,1,16,54.23076923,31,105,988.1974692,0.0899,2260,2.412115385,2.2,3.44,12.56600169,10.36001,14.5341,6.074461538,0,7.853,-5.949839508,-9.209713655,-3.331290765,2.400913469,2.242692341,3.722284555,3.024961418,2.825615289,4.689784664,0,0,0,7.320120192,5.64,25.786875,500,1300,500,1000,7.523211538,0.708,14.304,20.41575,8.517,29.378,47.52561538,0.06,117.4,20.49673077,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1569.324615,14.01,3823,85.30769231,77,92,64,103,2.346153846,1,4,2.653846154,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.846153846,0,4,1.153846154,0,4,0.5,0,1,1.5,1,2,3.961538462,1,16,1.177088808,0.666793,2.9,1.538461538,1,3,185.7307692,12,194,0,0
C2Cl3F3,238.15,13846.87462,8.825089715,18601.60857,23.4219512,12.0107,35.453,1196.44,84.88,4300,16.25,14,17,78.625,57,102,566.84125,1.696,2260,3.315,2.55,3.98,14.21148625,11.2603,17.4228,2.797625,1.97,4.496,-3.608363931,-9.209713655,-1.698060958,2.940749699,2.242692341,3.65918124,3.705112448,2.825615289,4.610279469,0,0,0,14.236875,5.64,24.4975,500,1500,500,1500,0.665875,0.479,0.824,26.599125,8.517,33.949,30.645625,0.255,117.4,18.46875,5.67,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1040.1625,53.5,3823,89.375,77,94,999999.9,999999.9,1.75,1,4,6.25,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1,4,4.25,2,5,0,0,0,2,2,2,11.25,6,17,1.443875,0.557,2.18,2.375,2,3,78.125,15,194,2,1.470588235
C3HN,278.15,7447.405235,8.825089715,18618.05194,10.209348,1.00794,14.0067,2599.468,20.13,4300,11.6,1,15,66,31,76,1356.26818,0.0899,2260,2.578,2.2,3.04,12.3826886,11.2603,14.5341,5.5556,4.496,7.853,-7.834374588,-9.209713655,-3.331290765,2.436875918,2.242692341,3.091182017,3.070271265,2.825615289,3.894645292,0,0,0,7.66075,5.64,14.76875,1300,1300,500,500,3.4942,0.709,14.304,16.7022,8.517,29.124,70.523,0.06,117.4,14.342,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2309.212,14.01,3823,81,77,92,72,72,3.2,1,4,3.6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1.8,0,3,0.2,0,1,1.8,1,2,5.2,1,7,1.3553586,0.666793,1.67,1.8,1,2,194,194,194,0,0
CBrF3,105.37,11171.23572,8.825089715,18601.60857,29.78198192,12.0107,79.904,977.328,84.88,4300,16.4,14,17,73.4,57,120,1077.0176,1.696,3120,3.49,2.55,3.98,15.0685,11.2603,17.4228,2.3726,1.457,4.496,-3.177384373,-9.209713655,-1.583025338,2.839575594,2.242692341,3.892116444,3.577641064,2.825615289,4.903759436,0,0,0,12.8485,5.64,29.48,500,3300,500,6900,0.731,0.474,0.824,35.6238,8.517,75.69,24.69,0.255,117.4,24.014,5.67,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,849.86,53.5,3823,90.2,77,95,999999.9,999999.9,1.6,1,4,8.4,4,17,0,0,0,2,0,10,0,0,0,0,0,0,1.6,1,4,4.4,2,5,0,0,0,2,2,2,13.6,6,35,1.2782,0.557,3.05,2.4,2,4,60.6,15,194,2,1.470588235
Cl2O6,276.65,18523.52463,18317.50704,18592.19717,20.8628,15.9994,35.453,127.315,90.1,238.96,16.25,16,17,75,66,102,1.87525,1.429,3.214,3.37,3.16,3.44,13.455445,12.96763,13.61805,0.62325,0,2.493,-4.013702368,-4.756791905,-1.784433755,2.88796565,2.630893787,3.65918124,3.638608714,3.314718462,4.610279469,0,0,0,12.953125,9.105,24.4975,500,1500,500,1000,0.80825,0.479,0.918,30.52075,29.378,33.949,0.965,0.22,3.2,20.2825,17.36,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,84,54.8,171.6,88.75,87,94,64,64,1.75,1,2,6.25,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1,2,4.25,4,5,0,0,0,2,2,2,10.25,8,17,1.1465,0.802,2.18,2.25,2,3,25,12,64,0,0
Nd2O3,2506.15,11168.98592,34.16905488,18592.19717,67.29644,15.9994,144.242,1403.26,90.1,3373,10.8,3,16,120,66,201,2804.8574,1.429,7010,2.52,1.14,3.44,10.38083,5.525,13.61805,0,0,0,-4.759015679,-4.76235134,-4.756791905,3.224061952,2.630893787,4.1138142,4.06206352,3.314718462,5.183081107,0,0,0,19.387,9.105,34.81,500,9500,500,3100,0.6268,0.19,0.918,28.6068,27.45,29.378,2.988,0.22,7.14,24.096,17.36,34.2,0,0,0,0,0,0,0.4,0,1,0.4,0,1,0,0,0,0.6,0,1,550.48,54.8,1294,59.8,19,87,64,182,5.2,2,10,6,6,6,0,0,0,0,0,0,4,0,10,1.6,0,4,1.2,0,2,2.4,0,4,0,0,0,2,2,2,28.8,8,60,13.0412,0.802,31.4,3.6,2,6,84.8,12,194,0,0
C12H12Br2N2,608.15,9314.020641,8.825089715,18618.05194,12.28732429,1.00794,79.904,1880.713571,20.13,4300,8.714285714,1,17,59.5,31,120,1191.556457,0.0899,3120,2.464285714,2.2,3.04,12.53573986,11.2603,14.5341,5.856285714,1.457,7.853,-6.074320933,-9.209713655,-1.583025338,2.473583986,2.242692341,3.892116444,3.116520532,2.825615289,4.903759436,0,0,0,8.412767857,5.64,29.48,1300,3300,500,6900,6.542285714,0.474,14.304,23.49514286,8.517,75.69,50.74285714,0.06,117.4,22.42571429,5.67,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1667.922143,14.01,3823,85.07142857,77,95,72,72,2.428571429,1,4,3.714285714,1,17,0,0,0,0.714285714,0,10,0,0,0,0,0,0,2,0,4,1.428571429,0,5,0.428571429,0,1,1.571428571,1,2,6,1,35,1.297911286,0.666793,3.05,1.714285714,1,4,184.7142857,64,194,0,0
C14H12O6S,418.15,10155.1674,8.825089715,18618.05194,9.342620606,1.00794,32.065,1869.693333,20.13,4300,9.696969697,1,16,58.6969697,31,105,1018.474327,0.0899,2260,2.585454545,2.2,3.44,12.51193412,10.36001,13.61805,4.829757576,0,7.853,-6.107559045,-9.209713655,-3.331290765,2.402629898,2.242692341,3.722284555,3.027123984,2.825615289,4.689784664,0,0,0,7.235056818,5.64,25.786875,500,700,500,1000,5.690606061,0.708,14.304,20.12842424,8.517,29.378,49.9200303,0.06,117.4,17.98606061,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1648.705455,14.01,3823,84.60606061,77,92,64,103,2.484848485,1,4,3.333333333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.121212121,0,4,1.696969697,0,4,0.363636364,0,1,1.636363636,1,2,4.848484848,1,16,1.184652,0.666793,2.9,1.666666667,1,3,157.1515152,12,194,0,0
C16H20O6P2S3,303.15,10301.98619,8.825089715,18618.05194,9.924870723,1.00794,32.065,1553.262979,20.13,4300,8.893617021,1,16,58.74468085,31,107,972.263234,0.0899,2260,2.501276596,2.19,3.44,12.46585894,10.36001,13.61805,5.081957447,0,7.853,-5.651375605,-9.209713655,-3.331290765,2.494869917,2.242692341,3.722284555,3.143339125,2.825615289,4.689784664,0,0,0,8.503640451,5.64,25.786875,500,2000,500,5100,6.523276596,0.708,14.304,21.38314894,8.517,29.378,40.9183617,0.06,117.4,20.22425532,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1352.695319,14.01,3823,85.61702128,77,92,64,103,2.29787234,1,4,3.14893617,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.872340426,0,4,1.574468085,0,4,0.425531915,0,1,1.574468085,1,2,5.14893617,1,16,1.294209787,0.666793,3.63,1.680851064,1,3,154.6808511,2,194,0,0
C16H22ClN3O,375.55,11684.31501,8.825089715,18618.05194,7.158566977,1.00794,35.453,1623.338372,20.13,4300,7.534883721,1,17,53,31,102,841.1714837,0.0899,2260,2.44,2.2,3.44,12.7795006,11.2603,14.5341,6.197813953,0,7.853,-5.856264293,-9.209713655,-1.784433755,2.406496526,2.242692341,3.65918124,3.031995629,2.825615289,4.610279469,0,0,0,7.294854651,5.64,24.4975,500,1500,500,1000,7.687186047,0.479,14.304,21.42704651,8.517,33.949,43.81872093,0.06,117.4,21.15372093,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1439.343488,14.01,3823,85.65116279,77,94,64,72,2.279069767,1,4,2.651162791,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.76744186,0,4,1.162790698,0,5,0.511627907,0,1,1.488372093,1,2,3.813953488,1,17,1.108638279,0.666793,2.18,1.511627907,1,3,186.744186,12,194,0,0
C28H22,476.65,8196.884904,8.825089715,18618.05194,7.1694856,1.00794,12.0107,2416.8572,20.13,4300,8.28,1,14,56.2,31,76,1265.639556,0.0899,2260,2.396,2.2,2.55,12.28908292,11.2603,13.598443,5.97308,4.496,7.853,-6.623207583,-9.209713655,-3.331290765,2.296560753,2.242692341,2.365120549,2.893485234,2.825615289,2.979865165,0,0,0,6.069,5.64,6.615,999999.9,999999.9,999999.9,999999.9,6.6908,0.709,14.304,17.45736,8.517,28.836,65.7704,0.06,117.4,17.264,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2147.0444,14.01,3823,83.6,77,92,999999.9,999999.9,2.68,1,4,2.68,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,4,1.12,0,2,0.44,0,1,1.56,1,2,3.8,1,6,1.22858892,0.666793,1.67,1.56,1,2,194,194,194,6,4.411764706
C36H51NO,433.15,11090.14661,8.825089715,18618.05194,5.772991461,1.00794,15.9994,1752.740899,20.13,4300,6.584269663,1,16,50.04494382,31,76,914.2389315,0.0899,2260,2.36494382,2.2,3.44,12.6634106,11.2603,14.5341,6.390966292,0,7.853,-5.779929817,-9.209713655,-3.331290765,2.326743237,2.242692341,3.091182017,2.931512782,2.825615289,3.894645292,0,0,0,6.340210674,5.64,14.76875,500,1300,500,500,8.505460674,0.709,14.304,20.62640449,8.517,29.378,47.52848315,0.06,117.4,21.09191011,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1555.734382,14.01,3823,85.76404494,77,92,64,72,2.247191011,1,4,2.314606742,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.674157303,0,4,0.887640449,0,4,0.573033708,0,1,1.426966292,1,2,3.168539326,1,8,1.07897127,0.666793,1.67,1.426966292,1,2,191.9550562,12,194,0,0
C3H6N2S,476.15,12412.24595,8.825089715,18618.05194,8.513178333,1.00794,32.065,1157.743333,20.13,4300,7.833333333,1,16,55.08333333,31,105,728.5867833,0.0899,2260,2.459166667,2.2,3.04,12.89998067,10.36001,14.5341,6.306833333,2.202,7.853,-5.678082058,-9.209713655,-3.331290765,2.568620742,2.242692341,3.722284555,3.236259342,2.825615289,4.689784664,0,0,0,9.327864583,5.64,25.786875,700,1300,500,1000,7.561583333,0.708,14.304,23.29291667,8.517,29.124,29.58258333,0.06,117.4,23.35416667,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1005.626667,14.01,3823,86.25,77,92,72,103,2.166666667,1,4,2.833333333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,4,1.333333333,0,4,0.5,0,1,1.5,1,2,4.5,1,16,1.1758965,0.666793,2.9,1.583333333,1,3,183.6666667,70,194,0,0
C4H12NCl,698.15,14464.55165,8.825089715,18618.05194,6.088765556,1.00794,35.453,986.5405556,20.13,4300,5.555555556,1,17,47.16666667,31,102,502.5302111,0.0899,2260,2.377777778,2.2,3.16,13.09579144,11.2603,14.5341,6.730555556,2.493,7.853,-4.822789931,-9.209713655,-1.784433755,2.450143289,2.242692341,3.65918124,3.086987105,2.825615289,4.610279469,0,0,0,7.844791667,5.64,24.4975,1300,1500,500,1000,9.777944444,0.479,14.304,24.62072222,8.517,33.949,26.32638889,0.06,117.4,25.48055556,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,871.9316667,14.01,3823,88.22222222,77,94,999999.9,999999.9,1.777777778,1,4,2.222222222,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,4,0.888888889,0,5,0.666666667,0,1,1.333333333,1,2,3.333333333,1,17,0.997862,0.666793,2.18,1.388888889,1,3,186.7777778,64,194,2,1.470588235
C5H5N5O,633.15,12793.06732,8.825089715,18618.05194,9.44538125,1.00794,15.9994,1379.8,20.13,4300,10.375,1,16,59.75,31,76,706.7583438,0.0899,2260,2.649375,2.2,3.44,13.16139156,11.2603,14.5341,5.870625,0,7.853,-6.782438753,-9.209713655,-3.331290765,2.57036677,2.242692341,3.091182017,3.2384592,2.825615289,3.894645292,0,0,0,9.013984375,5.64,14.76875,500,1300,500,500,5.0739375,0.709,14.304,22.6101875,8.517,29.378,36.8309375,0.06,117.4,19.950625,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1222.19375,14.01,3823,83.875,77,92,64,72,2.625,1,4,3.5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.3125,0,4,1.8125,0,4,0.3125,0,1,1.6875,1,2,4.875,1,8,1.124122813,0.666793,1.67,1.6875,1,2,182.625,12,194,0,0
C6H11FO5,443.15,13757.13549,8.825089715,18618.05194,7.919432313,1.00794,18.9984032,1154.643913,20.13,4300,8.347826087,1,17,51.47826087,31,76,589.9926043,0.0899,2260,2.63826087,2.2,3.98,13.15903143,11.2603,17.4228,5.014304348,0,7.853,-5.103673949,-9.209713655,-1.698060958,2.404984293,2.242692341,2.687689729,3.030090336,2.825615289,3.386276865,0,0,0,7.036413043,5.64,9.7075,500,1500,500,1500,7.261391304,0.709,14.304,23.76052174,8.517,31.304,30.71369565,0.06,117.4,21.28086957,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1018.243913,14.01,3823,87.04347826,77,93,64,64,2,1,4,3.130434783,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.52173913,0,4,1.608695652,0,5,0.47826087,0,1,1.52173913,1,2,4.173913043,1,9,0.953118391,0.557,1.67,1.52173913,1,2,146.6521739,12,194,0,0
